name,slug,org,country,homepage_url,tags,homepage_blurb,genre_profile,recent_profile,station_class,source,automation_class,favorite
Radio Paradise World/ETC Mix 192k MP3,radio-paradise-world-etc-mix-192k-mp3,,The United States Of America,https://radioparadise.com/,"[""world"", ""california"", ""eclectic"", ""world music"", ""free"", ""internet"", ""non-commercial""]","Radio Paradise streams highly curated, eclectic mixes of music -- chosen by real humans -- with unparalleled audio quality.","{""top"": [{""count"": 274, ""genre"": ""electronic""}, {""count"": 216, ""genre"": ""latin""}, {""count"": 202, ""genre"": ""jazz""}, {""count"": 142, ""genre"": ""rock""}, {""count"": 128, ""genre"": ""downtempo""}, {""count"": 110, ""genre"": ""folk""}, {""count"": 87, ""genre"": ""pop""}, {""count"": 83, ""genre"": ""blues""}], ""totalCount"": 5735, ""unknownCount"": 4681}","{""top"": [{""count"": 274, ""genre"": ""electronic""}, {""count"": 216, ""genre"": ""latin""}, {""count"": 202, ""genre"": ""jazz""}, {""count"": 142, ""genre"": ""rock""}, {""count"": 128, ""genre"": ""downtempo""}, {""count"": 110, ""genre"": ""folk""}, {""count"": 87, ""genre"": ""pop""}, {""count"": 83, ""genre"": ""blues""}], ""updatedAt"": ""2026-09-16T19:25:25.560Z"", ""sampleSize"": 10583, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:24:22.962Z"", ""excludedCount"": 157, ""genreCoverage"": 0.1839301310043668, ""readinessTier"": ""ready"", ""resolvedCount"": 5725, ""resolutionRate"": 0.5409619200604744, ""datedTrackCount"": 5472, ""genreTaggedCount"": 1053, ""uniqueTrackCount"": 1136, ""uniqueArtistCount"": 713, ""unknownGenreCount"": 4672, ""datedTrackCoverage"": 0.9558078602620087}",curated,radio_browser,,f
Radio Paradise World/Etc Mix 320k AAC,radio-paradise-world-etc-mix-320k-aac,,The United States Of America,https://radioparadise.com/,"[""california"", ""eclectic"", ""free"", ""internet"", ""non-commercial"", ""world"", ""world music""]","Radio Paradise streams highly curated, eclectic mixes of music -- chosen by real humans -- with unparalleled audio quality.","{""top"": [{""count"": 296, ""genre"": ""electronic""}, {""count"": 223, ""genre"": ""latin""}, {""count"": 204, ""genre"": ""jazz""}, {""count"": 153, ""genre"": ""rock""}, {""count"": 132, ""genre"": ""downtempo""}, {""count"": 124, ""genre"": ""folk""}, {""count"": 96, ""genre"": ""pop""}, {""count"": 89, ""genre"": ""blues""}], ""totalCount"": 5963, ""unknownCount"": 4857}","{""top"": [{""count"": 296, ""genre"": ""electronic""}, {""count"": 223, ""genre"": ""latin""}, {""count"": 204, ""genre"": ""jazz""}, {""count"": 153, ""genre"": ""rock""}, {""count"": 132, ""genre"": ""downtempo""}, {""count"": 124, ""genre"": ""folk""}, {""count"": 96, ""genre"": ""pop""}, {""count"": 89, ""genre"": ""blues""}], ""updatedAt"": ""2026-09-16T19:19:18.463Z"", ""sampleSize"": 10939, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:11:05.062Z"", ""excludedCount"": 163, ""genreCoverage"": 0.18554621848739497, ""readinessTier"": ""ready"", ""resolvedCount"": 5950, ""resolutionRate"": 0.5439254045159521, ""datedTrackCount"": 5689, ""genreTaggedCount"": 1104, ""uniqueTrackCount"": 1144, ""uniqueArtistCount"": 718, ""unknownGenreCount"": 4846, ""datedTrackCoverage"": 0.9561344537815126}",curated,radio_browser,,f
Radio Paradise World/Etc Mix FLAC,radio-paradise-world-etc-mix-flac,,The United States Of America,https://radioparadise.com/,"[""california"", ""eclectic"", ""free"", ""internet"", ""non-commercial"", ""world"", ""world music""]","Radio Paradise streams highly curated, eclectic mixes of music -- chosen by real humans -- with unparalleled audio quality.",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:21:00.656Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Paradise World/etc FLAC+meta,radio-paradise-world-etc-flac-meta,,The United States Of America,http://radioparadise.com/,"[""california"", ""eclectic"", ""free"", ""internet"", ""non-commercial"", ""world"", ""world music""]","Radio Paradise streams highly curated, eclectic mixes of music -- chosen by real humans -- with unparalleled audio quality.","{""top"": [{""count"": 286, ""genre"": ""electronic""}, {""count"": 214, ""genre"": ""latin""}, {""count"": 202, ""genre"": ""jazz""}, {""count"": 148, ""genre"": ""rock""}, {""count"": 128, ""genre"": ""downtempo""}, {""count"": 119, ""genre"": ""folk""}, {""count"": 92, ""genre"": ""pop""}, {""count"": 90, ""genre"": ""blues""}], ""totalCount"": 5830, ""unknownCount"": 4739}","{""top"": [{""count"": 286, ""genre"": ""electronic""}, {""count"": 214, ""genre"": ""latin""}, {""count"": 202, ""genre"": ""jazz""}, {""count"": 148, ""genre"": ""rock""}, {""count"": 128, ""genre"": ""downtempo""}, {""count"": 119, ""genre"": ""folk""}, {""count"": 92, ""genre"": ""pop""}, {""count"": 90, ""genre"": ""blues""}], ""updatedAt"": ""2026-09-16T19:23:06.962Z"", ""sampleSize"": 10717, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:19:50.569Z"", ""excludedCount"": 163, ""genreCoverage"": 0.18720990201134605, ""readinessTier"": ""ready"", ""resolvedCount"": 5817, ""resolutionRate"": 0.542782495101241, ""datedTrackCount"": 5563, ""genreTaggedCount"": 1089, ""uniqueTrackCount"": 1115, ""uniqueArtistCount"": 702, ""unknownGenreCount"": 4728, ""datedTrackCoverage"": 0.9563348805226062}",curated,radio_browser,,f
Radio Party Mix,radio-party-mix,,Bulgaria,https://pozdravite.net/,"[""folk""]",Радио Парти Микс - да празнуваме заедно!,"{""top"": [], ""totalCount"": 65, ""unknownCount"": 65}","{""top"": [], ""updatedAt"": ""2026-09-16T19:14:31.966Z"", ""sampleSize"": 878, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-09T13:52:44.066Z"", ""excludedCount"": 235, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 65, ""resolutionRate"": 0.07403189066059225, ""datedTrackCount"": 58, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 40, ""uniqueArtistCount"": 33, ""unknownGenreCount"": 65, ""datedTrackCoverage"": 0.8923076923076924}",curated,radio_browser,,f
Radio Petrecăretzu,radio-petrec-retzu,,Romania,https://www.radiopetrecaretzu.ro/,"[""etno"", ""folk"", ""muzică de petrecere"", ""muzică populară"", ""petrecere"", ""romanian"", ""romanian folk""]",RadioPetrecaretzu &#8211; Petrece Romaneste! Cea mai adevarata muzica de petrecere 100% live !,"{""top"": [], ""totalCount"": 16, ""unknownCount"": 16}","{""top"": [], ""updatedAt"": ""2026-09-16T19:14:45.476Z"", ""sampleSize"": 288, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T10:29:44.625Z"", ""excludedCount"": 448, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 16, ""resolutionRate"": 0.05555555555555555, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 1, ""uniqueArtistCount"": 1, ""unknownGenreCount"": 16, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Poland,radio-poland,,Poland,http://external.polskieradio.pl/,"[""news"", ""poland"", ""talk"", ""world"", ""world news""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:22:57.666Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Pop 93.3 FM,radio-pop-93-3-fm,,Paraguay,http://radiopop.com.py/,"[""latino"", ""music"", ""pop"", ""world""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:27:51.768Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Posavina Zagreb,radio-posavina-zagreb,,Bosnia And Herzegovina,https://radioposavina.com/,"[""folk""]",Radio Posavina,"{""top"": [{""count"": 4, ""genre"": ""dance-pop""}], ""totalCount"": 579, ""unknownCount"": 575}","{""top"": [{""count"": 4, ""genre"": ""dance-pop""}], ""updatedAt"": ""2026-09-16T19:14:30.757Z"", ""sampleSize"": 2737, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T10:42:11.615Z"", ""excludedCount"": 1, ""genreCoverage"": 0.0069084628670120895, ""readinessTier"": ""provisional"", ""resolvedCount"": 579, ""resolutionRate"": 0.21154548776032153, ""datedTrackCount"": 554, ""genreTaggedCount"": 4, ""uniqueTrackCount"": 87, ""uniqueArtistCount"": 41, ""unknownGenreCount"": 575, ""datedTrackCoverage"": 0.9568221070811744}",curated,radio_browser,,f
Radio Québec International  -- RQI1: Yesterday and Today,radio-qu-bec-international-rqi1-yesterday-and-today,,Canada,http://radioquebecinternational.com/,"[""ethnic"", ""folk"", ""pop""]","Musique québécoise : Radio Québec International diffuse gratuitement en streaming, 100 ans de musique et de chansons du Québec, 24/7",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:29:15.556Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio RBS,radio-rbs,,France,https://www.radiorbs.com/,"[""electro"", ""funk"", ""hiphop"", ""house"", ""world"", ""world music""]","Fondée en 1980, Radio Bienvenue Strasbourg émet 24h/24 en modulation de fréquence et en streaming sur Internet. La programmation est composée d&#039;émissions musicales à tendance urbaines et d&#039;éditoriaux de proximité axés sur la culture, des questions de citoyenneté et plus",,"{""top"": [], ""updatedAt"": ""2026-09-16T19:21:22.457Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Rabenwind,radio-rabenwind,,Germany,https://laut.fm/rabenwind,"[""celtic"", ""folk"", ""gothic"", ""medieval"", ""mittelalter""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:28:18.066Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Retro Folk,radio-retro-folk,,Bulgaria,,"[""folk""]",,"{""top"": [], ""totalCount"": 5, ""unknownCount"": 5}","{""top"": [], ""updatedAt"": ""2026-09-16T19:14:47.776Z"", ""sampleSize"": 48, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-26T00:45:36.458Z"", ""excludedCount"": 7, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 5, ""resolutionRate"": 0.10416666666666667, ""datedTrackCount"": 5, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 5, ""uniqueArtistCount"": 5, ""unknownGenreCount"": 5, ""datedTrackCoverage"": 1}",curated,radio_browser,,f
Radio Ritmo 97.3 FM,radio-ritmo-97-3-fm,,Bolivia,https://radioritmobolivia.com/,"[""80s"", ""90s"", ""classic hits"", ""classic rock"", ""clásicos en español"", ""culture"", ""entertainment"", ""entretenimiento"", ""folclore"", ""folk"", ""folklore"", ""interviews"", ""latin music"", ""latin pop"", ""música en español"", ""música en español e inglés"", ""news"", ""podcast"", ""pop"", ""pop en español e inglés"", ""rock"", ""rock en español"", ""sports""]","Escucha Radio Ritmo 97.3 FM.... Donde toca tu música. Cochabamba - Bolivia, Descarga nuestra aplicación para Android. Misión EDUCAR, INFORMAR Y ENTRETENER","{""top"": [], ""totalCount"": 3, ""unknownCount"": 3}","{""top"": [], ""updatedAt"": ""2026-09-16T19:24:30.757Z"", ""sampleSize"": 0, ""windowDays"": 90, ""latestSpinAt"": null, ""excludedCount"": 251, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Romania Actualități,radio-romania-actualit-i,,Romania,http://www.romania-actualitati.ro/,"[""folk"", ""news"", ""pop"", ""talk""]",Radio Romania Actualitati site oficial,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:13:21.962Z"", ""sampleSize"": 3, ""windowDays"": 90, ""latestSpinAt"": ""2026-07-09T19:18:37.350Z"", ""excludedCount"": 0, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio SAR - Studencka Agencja Radiowa,radio-sar-studencka-agencja-radiowa,,Poland,https://radiosar.pl/,"[""blues"", ""gdansk"", ""jazz"", ""metal"", ""poland"", ""polish"", ""politechnika gdanska"", ""pop"", ""rock"", ""student"", ""student radio"", ""world"", ""world music""]",Radio SAR &#8211; Rozgrzewamy łącza od 1962 roku!,"{""top"": [{""count"": 317, ""genre"": ""electronic""}, {""count"": 297, ""genre"": ""ambient""}, {""count"": 257, ""genre"": ""classical""}, {""count"": 175, ""genre"": ""rock""}, {""count"": 162, ""genre"": ""modern classical""}, {""count"": 135, ""genre"": ""pop""}, {""count"": 134, ""genre"": ""classical crossover""}, {""count"": 87, ""genre"": ""dark ambient""}], ""totalCount"": 5076, ""unknownCount"": 4229}","{""top"": [{""count"": 317, ""genre"": ""electronic""}, {""count"": 297, ""genre"": ""ambient""}, {""count"": 257, ""genre"": ""classical""}, {""count"": 175, ""genre"": ""rock""}, {""count"": 162, ""genre"": ""modern classical""}, {""count"": 135, ""genre"": ""pop""}, {""count"": 134, ""genre"": ""classical crossover""}, {""count"": 87, ""genre"": ""dark ambient""}], ""updatedAt"": ""2026-09-16T19:19:48.775Z"", ""sampleSize"": 6491, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:18:41.881Z"", ""excludedCount"": 174, ""genreCoverage"": 0.16709410140067074, ""readinessTier"": ""ready"", ""resolvedCount"": 5069, ""resolutionRate"": 0.7809274379910646, ""datedTrackCount"": 4722, ""genreTaggedCount"": 847, ""uniqueTrackCount"": 780, ""uniqueArtistCount"": 180, ""unknownGenreCount"": 4222, ""datedTrackCoverage"": 0.9315446833695009}",curated,radio_browser,,f
Radio Samobor,radio-samobor,,Croatia,http://www.radiosamobor.hr/,"[""folk"", ""local news"", ""pop""]",Aktualno edit post Vijesti Nova školska zgrada i dvorana koju će uskoro ispuniti 400 učenika Autor Zrinka Planinčić Gošić 31.,"{""top"": [], ""totalCount"": 46, ""unknownCount"": 46}","{""top"": [], ""updatedAt"": ""2026-09-16T19:25:20.066Z"", ""sampleSize"": 2949, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:22:58.959Z"", ""excludedCount"": 3, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 46, ""resolutionRate"": 0.015598507968802983, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 37, ""uniqueArtistCount"": 37, ""unknownGenreCount"": 46, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Sehara,radio-sehara,,Bosnia And Herzegovina,https://radiosehara.net/,"[""bosnia"", ""folk"", ""zabavna - narodna""]",Radio Sehara - Slušajte najbolju narodnu i zabavnu muziku uživo. Vaš radio broj 1 na internetu.,"{""top"": [], ""totalCount"": 590, ""unknownCount"": 590}","{""top"": [], ""updatedAt"": ""2026-09-16T19:22:07.756Z"", ""sampleSize"": 2451, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:32:30.921Z"", ""excludedCount"": 1, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 590, ""resolutionRate"": 0.24071807425540595, ""datedTrackCount"": 542, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 469, ""uniqueArtistCount"": 148, ""unknownGenreCount"": 590, ""datedTrackCoverage"": 0.9186440677966101}",curated,radio_browser,,f
Radio Sladko Izkushenie,radio-sladko-izkushenie,,Bulgaria,,"[""folk""]",,,"{""top"": [], ""updatedAt"": ""2026-09-16T19:23:19.470Z"", ""sampleSize"": 1101, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T11:32:31.330Z"", ""excludedCount"": 1430, ""genreCoverage"": 0, ""readinessTier"": ""insufficient"", ""resolvedCount"": 0, ""resolutionRate"": 0, ""datedTrackCount"": 0, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 0, ""uniqueArtistCount"": 0, ""unknownGenreCount"": 0, ""datedTrackCoverage"": 0}",curated,radio_browser,,f
Radio Tell,radio-tell,,Switzerland,http://www.radiotell.ch/,"[""folk"", ""folklore"", ""volksmusik""]",,"{""top"": [], ""totalCount"": 146, ""unknownCount"": 146}","{""top"": [], ""updatedAt"": ""2026-09-16T19:14:15.059Z"", ""sampleSize"": 3704, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:11:40.456Z"", ""excludedCount"": 263, ""genreCoverage"": 0, ""readinessTier"": ""provisional"", ""resolvedCount"": 127, ""resolutionRate"": 0.034287257019438445, ""datedTrackCount"": 53, ""genreTaggedCount"": 0, ""uniqueTrackCount"": 121, ""uniqueArtistCount"": 106, ""unknownGenreCount"": 127, ""datedTrackCoverage"": 0.41732283464566927}",curated,radio_browser,,f
Radio Underground,radio-underground,,Poland,http://www.radiounderground.org/,"[""independent music"", ""metal"", ""polska"", ""post-punk"", ""punk"", ""punk rock"", ""punkowe radio"", ""radio underground"", ""reggae"", ""ska""]",PUNKOWE RADIO UNDERGROUND. Muzyka Punk z lat,"{""top"": [{""count"": 124, ""genre"": ""punk""}, {""count"": 124, ""genre"": ""rock""}, {""count"": 15, ""genre"": ""alternative rock""}, {""count"": 14, ""genre"": ""reggae""}, {""count"": 13, ""genre"": ""punk rock""}, {""count"": 8, ""genre"": ""ska""}, {""count"": 6, ""genre"": ""new wave""}, {""count"": 5, ""genre"": ""hardcore punk""}], ""totalCount"": 1649, ""unknownCount"": 1516}","{""top"": [{""count"": 124, ""genre"": ""punk""}, {""count"": 124, ""genre"": ""rock""}, {""count"": 15, ""genre"": ""alternative rock""}, {""count"": 14, ""genre"": ""reggae""}, {""count"": 13, ""genre"": ""punk rock""}, {""count"": 8, ""genre"": ""ska""}, {""count"": 6, ""genre"": ""new wave""}, {""count"": 5, ""genre"": ""hardcore punk""}], ""updatedAt"": ""2026-09-16T19:17:25.060Z"", ""sampleSize"": 4646, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:15:28.607Z"", ""excludedCount"": 34, ""genreCoverage"": 0.07982937233394272, ""readinessTier"": ""ready"", ""resolvedCount"": 1641, ""resolutionRate"": 0.3532070598364184, ""datedTrackCount"": 1538, ""genreTaggedCount"": 131, ""uniqueTrackCount"": 1013, ""uniqueArtistCount"": 524, ""unknownGenreCount"": 1510, ""datedTrackCoverage"": 0.9372333942717855}",curated,radio_browser,,f
Radio Veronika,radio-veronika,,Bulgaria,https://www.radioveronika.bg/,"[""etno"", ""folk"", ""pop-folk"", ""етно"", ""поп-фолк""]","Радио Вероника излъчва в музикален формат хитове с етно насоченост. Интересното в радиомрежата е, че поставя музиката от Балканския регион, Близкия...","{""top"": [{""count"": 27, ""genre"": ""pop""}, {""count"": 22, ""genre"": ""dance""}, {""count"": 18, ""genre"": ""club""}, {""count"": 18, ""genre"": ""eurodance""}, {""count"": 12, ""genre"": ""latin""}, {""count"": 11, ""genre"": ""electronic""}, {""count"": 11, ""genre"": ""europop""}, {""count"": 11, ""genre"": ""hard rock""}], ""totalCount"": 1910, ""unknownCount"": 1851}","{""top"": [{""count"": 27, ""genre"": ""pop""}, {""count"": 22, ""genre"": ""dance""}, {""count"": 18, ""genre"": ""club""}, {""count"": 18, ""genre"": ""eurodance""}, {""count"": 12, ""genre"": ""latin""}, {""count"": 11, ""genre"": ""electronic""}, {""count"": 11, ""genre"": ""europop""}, {""count"": 11, ""genre"": ""hard rock""}], ""updatedAt"": ""2026-09-16T19:13:52.976Z"", ""sampleSize"": 5758, ""windowDays"": 90, ""latestSpinAt"": ""2026-09-16T19:12:48.468Z"", ""excludedCount"": 1949, ""genreCoverage"": 0.03123345685547909, ""readinessTier"": ""ready"", ""resolvedCount"": 1889, ""resolutionRate"": 0.3280653004515457, ""datedTrackCount"": 1811, ""genreTaggedCount"": 59, ""uniqueTrackCount"": 169, ""uniqueArtistCount"": 95, ""unknownGenreCount"": 1830, ""datedTrackCoverage"": 0.9587083112758074}",curated,radio_browser,,f
